date,valeur,couleur_html,qualificatif,type_valeur
2018-12-25,14.3541490900442,#32B8A3,Très bon,réelle
2018-12-24,25.2912184707096,#5CCB60,Bon,réelle
2018-12-23,41.336906932837,#C3F000,Bon,réelle
2018-12-22,28.3304135972321,#5CCB60,Bon,réelle
2018-12-21,17.0942533252204,#32B8A3,Très bon,réelle
2018-12-20,29.1790195794562,#5CCB60,Bon,réelle
2018-12-19,33.5708512732265,#99E600,Bon,réelle
2018-12-18,33.5843409745824,#99E600,Bon,réelle
2018-12-17,40.3362823930244,#C3F000,Bon,réelle
2018-12-16,27.9792662942428,#5CCB60,Bon,réelle
2018-12-15,52.8001438443409,#FFFF00,Moyen,réelle
2018-12-14,57.00723580749,#FFFF00,Moyen,réelle
2018-12-13,51.6713325526688,#FFFF00,Moyen,réelle
2018-12-12,38.5184240738849,#99E600,Bon,réelle
2018-12-11,22.8298668079124,#5CCB60,Bon,réelle
2018-12-10,27.4995517606378,#5CCB60,Bon,réelle
2018-12-09,39.3007921635534,#99E600,Bon,réelle
2018-12-08,26.949206534292,#5CCB60,Bon,réelle
2018-12-07,27.4254621701135,#5CCB60,Bon,réelle
2018-12-06,44.6723220655455,#C3F000,Bon,réelle
2018-12-05,40.4903417003052,#C3F000,Bon,réelle
2018-12-04,30.1394517270235,#99E600,Bon,réelle
2018-12-03,19.1346917167335,#32B8A3,Très bon,réelle
2018-12-02,25.3449351532886,#5CCB60,Bon,réelle
2018-12-01,36.0353851219846,#99E600,Bon,réelle
2018-11-30,33.4616884591766,#99E600,Bon,réelle
2018-11-29,28.7694860818801,#5CCB60,Bon,réelle
2018-11-28,63.1768717840659,#FFD100,Médiocre,réelle
2018-11-27,19.4237863934853,#32B8A3,Très bon,réelle
2018-11-26,25.2370175424409,#5CCB60,Bon,réelle
2018-11-25,33.12935756013,#99E600,Bon,réelle
2018-11-24,35.0287421000286,#99E600,Bon,réelle
2018-11-23,43.6737382754253,#C3F000,Bon,réelle
2018-11-22,69.9498087120543,#FFD100,Médiocre,réelle
2018-11-21,50.2029958545602,#FFFF00,Moyen,réelle
2018-11-20,40.7938599808146,#C3F000,Bon,réelle
2018-11-19,49.5143984838046,#C3F000,Bon,réelle
2018-11-18,38.2154592170209,#99E600,Bon,réelle
2018-11-17,13.3569488590374,#32B8A3,Très bon,réelle
2018-11-16,34.6598506514095,#99E600,Bon,réelle
2018-11-15,49.7367364333333,#C3F000,Bon,réelle
2018-11-14,35.872643981267,#99E600,Bon,réelle
2018-11-13,28.5016636264973,#5CCB60,Bon,réelle
2018-11-12,31.0918246427551,#99E600,Bon,réelle
2018-11-11,33.6934346106766,#99E600,Bon,réelle
2018-11-10,36.2808976866633,#99E600,Bon,réelle
2018-11-09,46.5472176091363,#C3F000,Bon,réelle
2018-11-08,24.613170738194,#5CCB60,Bon,réelle
2018-11-07,25.0239494389722,#5CCB60,Bon,réelle
2018-11-06,34.9481151926933,#99E600,Bon,réelle
2018-11-05,72.5774641802862,#FFAA00,Médiocre,réelle
2018-11-04,56.0109003009291,#FFFF00,Moyen,réelle
2018-11-03,26.9585109693298,#5CCB60,Bon,réelle
2018-11-02,21.6796795279377,#5CCB60,Bon,réelle
2018-11-01,34.111338640889,#99E600,Bon,réelle
2018-10-31,29.2259568223794,#5CCB60,Bon,réelle
2018-10-30,17.4065226171222,#32B8A3,Très bon,réelle
2018-10-29,7.42165320729923,#32B8A3,Très bon,réelle
2018-10-28,16.0303655449461,#32B8A3,Très bon,réelle
2018-10-27,20.0894858609136,#5CCB60,Bon,réelle
2018-10-26,37.5000207994647,#99E600,Bon,réelle
2018-10-25,18.4888117336051,#32B8A3,Très bon,réelle
2018-10-24,33.6258823369633,#99E600,Bon,réelle
2018-10-23,36.1510160748897,#99E600,Bon,réelle
2018-10-22,34.6145390904446,#99E600,Bon,réelle
2018-10-21,80.5534403463823,#FF5E00,Médiocre,réelle
2018-10-20,77.137502073272,#FFAA00,Médiocre,réelle
2018-10-19,75.3634679890504,#FFAA00,Médiocre,réelle
2018-10-18,55.0385349560084,#FFFF00,Moyen,réelle
2018-10-17,56.6991171929285,#FFFF00,Moyen,réelle
2018-10-16,60.4988893530829,#FFD100,Médiocre,réelle
2018-10-15,54.6851393694598,#FFFF00,Moyen,réelle
2018-10-14,42.0089361832092,#C3F000,Bon,réelle
2018-10-13,39.4208850945994,#99E600,Bon,réelle
2018-10-12,29.5104857540569,#5CCB60,Bon,réelle
2018-10-11,27.5126263942597,#5CCB60,Bon,réelle
2018-10-10,56.2416433720719,#FFFF00,Moyen,réelle
2018-10-09,66.7524727788664,#FFD100,Médiocre,réelle
2018-10-08,37.4706893462599,#99E600,Bon,réelle
2018-10-07,37.9290970695181,#99E600,Bon,réelle
2018-10-06,41.7397993466687,#C3F000,Bon,réelle
2018-10-05,40.7808891141261,#C3F000,Bon,réelle
2018-10-04,28.6589742976946,#5CCB60,Bon,réelle
2018-10-03,21.1214480146454,#5CCB60,Bon,réelle
2018-10-02,29.5847828784483,#5CCB60,Bon,réelle
2018-10-01,31.7379813377061,#99E600,Bon,réelle
2018-09-30,39.7973515293645,#99E600,Bon,réelle
2018-09-29,43.7357909016627,#C3F000,Bon,réelle
2018-09-28,57.7607221006656,#FFFF00,Moyen,réelle
2018-09-27,58.837442391717,#FFFF00,Moyen,réelle
2018-09-26,46.1051012944388,#C3F000,Bon,réelle
2018-09-25,32.5089696536667,#99E600,Bon,réelle
2018-09-24,31.0968400445413,#99E600,Bon,réelle
2018-09-23,27.693976405053,#5CCB60,Bon,réelle
2018-09-22,39.2850887676159,#99E600,Bon,réelle
2018-09-21,49.6975125324675,#C3F000,Bon,réelle
2018-09-20,59.2746470715618,#FFFF00,Moyen,réelle
2018-09-19,51.4373381176094,#FFFF00,Moyen,réelle
2018-09-18,39.9197965109033,#99E600,Bon,réelle
2018-09-17,42.3966786247488,#C3F000,Bon,réelle
2018-09-16,46.4054373889873,#C3F000,Bon,réelle
2018-09-15,42.6809308446036,#C3F000,Bon,réelle
2018-09-14,25.6105093251121,#5CCB60,Bon,réelle
2018-09-13,54.3697224805749,#FFFF00,Moyen,réelle
2018-09-12,44.2229766544803,#C3F000,Bon,réelle
2018-09-11,58.0611619621476,#FFFF00,Moyen,réelle
2018-09-10,51.3021298032492,#FFFF00,Moyen,réelle
2018-09-09,61.302425897187,#FFD100,Médiocre,réelle
2018-09-08,51.9625371570686,#FFFF00,Moyen,réelle
2018-09-07,40.9979695390237,#C3F000,Bon,réelle
2018-09-06,42.6727678458343,#C3F000,Bon,réelle
2018-09-05,69.5346372110909,#FFD100,Médiocre,réelle
2018-09-04,50.1520117012302,#FFFF00,Moyen,réelle
2018-09-03,40.263680128547,#C3F000,Bon,réelle
2018-09-02,42.9650447085471,#C3F000,Bon,réelle
2018-09-01,40.0029138246428,#C3F000,Bon,réelle
2018-08-31,37.6728619217103,#99E600,Bon,réelle
2018-08-30,36.3142760502748,#99E600,Bon,réelle
2018-08-29,39.6511439200524,#99E600,Bon,réelle
2018-08-28,49.2356805004036,#C3F000,Bon,réelle
2018-08-27,52.4697153390753,#FFFF00,Moyen,réelle
2018-08-26,32.8860932790107,#99E600,Bon,réelle
2018-08-25,26.4662060477926,#5CCB60,Bon,réelle
2018-08-24,29.4100393624217,#5CCB60,Bon,réelle
2018-08-23,62.4480128431094,#FFD100,Médiocre,réelle
2018-08-22,71.3265883858314,#FFAA00,Médiocre,réelle
2018-08-21,50.2216739025916,#FFFF00,Moyen,réelle
2018-08-20,40.771653857044,#C3F000,Bon,réelle
2018-08-19,47.6018009543728,#C3F000,Bon,réelle
2018-08-18,45.2823332786581,#C3F000,Bon,réelle
2018-08-17,35.6828542598819,#99E600,Bon,réelle
2018-08-16,56.8562203302588,#FFFF00,Moyen,réelle
2018-08-15,41.9182092943458,#C3F000,Bon,réelle
2018-08-14,29.472541645371,#5CCB60,Bon,réelle
2018-08-13,43.7082234863276,#C3F000,Bon,réelle
2018-08-12,56.4771943111338,#FFFF00,Moyen,réelle
2018-08-11,37.4098473342467,#99E600,Bon,réelle
2018-08-10,41.9253692127579,#C3F000,Bon,réelle
2018-08-09,38.3530541708518,#99E600,Bon,réelle
2018-08-08,51.6045758254457,#FFFF00,Moyen,réelle
2018-08-07,60.8261356723877,#FFD100,Médiocre,réelle
2018-08-06,73.2683444235789,#FFAA00,Médiocre,réelle
2018-08-05,85.8101694309373,#FF5E00,Médiocre,réelle
2018-08-04,77.209343380237,#FFAA00,Médiocre,réelle
2018-08-03,75.7017827812626,#FFAA00,Médiocre,réelle
2018-08-02,66.7676227511585,#FFD100,Médiocre,réelle
2018-08-01,55.410470234677,#FFFF00,Moyen,réelle
2018-07-31,52.838468431783,#FFFF00,Moyen,réelle
2018-07-30,51.8520253728831,#FFFF00,Moyen,réelle
2018-07-29,63.1046499983447,#FFD100,Médiocre,réelle
2018-07-28,44.9925814113274,#C3F000,Bon,réelle
2018-07-27,84.3538005191599,#FF5E00,Médiocre,réelle
2018-07-26,72.2502178609814,#FFAA00,Médiocre,réelle
2018-07-25,69.3083561180889,#FFD100,Médiocre,réelle
2018-07-24,85.5000792446392,#FF5E00,Médiocre,réelle
2018-07-23,68.6280255130361,#FFD100,Médiocre,réelle
2018-07-22,52.5383744600794,#FFFF00,Moyen,réelle
2018-07-21,44.0171722363571,#C3F000,Bon,réelle
2018-07-20,66.9916555606011,#FFD100,Médiocre,réelle
2018-07-19,61.9014724043256,#FFD100,Médiocre,réelle
2018-07-18,50.7111771169242,#FFFF00,Moyen,réelle
2018-07-17,47.7034925492101,#C3F000,Bon,réelle
2018-07-16,62.3149144563972,#FFD100,Médiocre,réelle
2018-07-15,65.5960940718591,#FFD100,Médiocre,réelle
2018-07-14,72.9503333613563,#FFAA00,Médiocre,réelle
2018-07-13,74.6760120545634,#FFAA00,Médiocre,réelle
2018-07-12,58.071400299587,#FFFF00,Moyen,réelle
2018-07-11,45.3281636742906,#C3F000,Bon,réelle
2018-07-10,53.4850056054902,#FFFF00,Moyen,réelle
2018-07-09,63.9831754463968,#FFD100,Médiocre,réelle
2018-07-08,60.8312894300852,#FFD100,Médiocre,réelle
2018-07-07,51.6372278205227,#FFFF00,Moyen,réelle
2018-07-06,47.0004369857191,#C3F000,Bon,réelle
2018-07-05,39.758473518277,#99E600,Bon,réelle
2018-07-04,60.8713088774412,#FFD100,Médiocre,réelle
2018-07-03,64.1575384836672,#FFD100,Médiocre,réelle
2018-07-02,82.215579087305,#FF5E00,Médiocre,réelle
2018-07-01,61.9832061589516,#FFD100,Médiocre,réelle
2018-06-30,67.6944690012472,#FFD100,Médiocre,réelle
2018-06-29,71.7304838800203,#FFAA00,Médiocre,réelle
2018-06-28,55.3437480964317,#FFFF00,Moyen,réelle
2018-06-27,58.0964081305623,#FFFF00,Moyen,réelle
2018-06-26,47.4973768302864,#C3F000,Bon,réelle
2018-06-25,45.1480242777216,#C3F000,Bon,réelle
2018-06-24,47.2662878693653,#C3F000,Bon,réelle
2018-06-23,44.529158286283,#C3F000,Bon,réelle
2018-06-22,37.658403728975,#99E600,Bon,réelle
2018-06-21,53.7782855485602,#FFFF00,Moyen,réelle
2018-06-20,58.2573506444324,#FFFF00,Moyen,réelle
2018-06-19,36.66165315468,#99E600,Bon,réelle
2018-06-18,33.8153953465257,#99E600,Bon,réelle
2018-06-17,31.4593325322607,#99E600,Bon,réelle
2018-06-16,40.6640475469967,#C3F000,Bon,réelle
2018-06-15,45.0911254091817,#C3F000,Bon,réelle
2018-06-14,39.8430435690856,#99E600,Bon,réelle
2018-06-13,34.6471564965438,#99E600,Bon,réelle
2018-06-11,32.6547967842225,#99E600,Bon,réelle
2018-06-10,46.685711876391,#C3F000,Bon,réelle
2018-06-09,51.8704267090918,#FFFF00,Moyen,réelle
2018-06-08,34.6935403158216,#99E600,Bon,réelle
2018-06-07,43.7556795639183,#C3F000,Bon,réelle
2018-06-06,41.5643986400632,#C3F000,Bon,réelle
2018-06-05,46.0539787851975,#C3F000,Bon,réelle
2018-06-04,43.7004409663145,#C3F000,Bon,réelle
2018-06-03,43.6305366421083,#C3F000,Bon,réelle
2018-06-02,41.7841424162542,#C3F000,Bon,réelle
2018-06-01,39.712331821844,#99E600,Bon,réelle
2018-05-31,39.0938808981395,#99E600,Bon,réelle
2018-05-30,33.562722863435,#99E600,Bon,réelle
2018-05-29,41.2149807859657,#C3F000,Bon,réelle
2018-05-28,35.4455392829503,#99E600,Bon,réelle
2018-05-27,57.0873092911799,#FFFF00,Moyen,réelle
2018-05-26,54.2050443570986,#FFFF00,Moyen,réelle
2018-05-25,55.9330751007985,#FFFF00,Moyen,réelle
2018-05-24,53.9548968693899,#FFFF00,Moyen,réelle
2018-05-23,33.8117980928308,#99E600,Bon,réelle
2018-05-22,52.4829283286086,#FFFF00,Moyen,réelle
2018-05-21,57.9941285231017,#FFFF00,Moyen,réelle
2018-05-20,53.792639974362,#FFFF00,Moyen,réelle
2018-05-19,55.6723433858721,#FFFF00,Moyen,réelle
2018-05-18,48.299944883011,#C3F000,Bon,réelle
2018-05-17,41.9837208183669,#C3F000,Bon,réelle
2018-05-16,45.9796816608061,#C3F000,Bon,réelle
2018-05-15,36.5957957408806,#99E600,Bon,réelle
2018-05-14,36.7925724357886,#99E600,Bon,réelle
2018-05-13,37.6239531070505,#99E600,Bon,réelle
2018-05-12,51.4961393799303,#FFFF00,Moyen,réelle
2018-05-11,45.1642465083266,#C3F000,Bon,réelle
2018-05-10,32.6580135591612,#99E600,Bon,réelle
2018-05-09,47.7947728617188,#C3F000,Bon,réelle
2018-05-08,53.9023216230794,#FFFF00,Moyen,réelle
2018-05-07,57.3947361261847,#FFFF00,Moyen,réelle
2018-05-06,57.5393180535385,#FFFF00,Moyen,réelle
2018-05-05,50.8793487271619,#FFFF00,Moyen,réelle
2018-05-04,43.6983656276444,#C3F000,Bon,réelle
2018-05-03,38.0231099112759,#99E600,Bon,réelle
2018-05-02,41.8446731274669,#C3F000,Bon,réelle
2018-05-01,36.5780861842287,#99E600,Bon,réelle
2018-04-30,42.2764473377915,#C3F000,Bon,réelle
2018-04-29,50.4072437686808,#FFFF00,Moyen,réelle
2018-04-28,37.2922793985828,#99E600,Bon,réelle
2018-04-27,51.2890205806494,#FFFF00,Moyen,réelle
2018-04-26,42.4794846376878,#C3F000,Bon,réelle
2018-04-25,51.1865334393219,#FFFF00,Moyen,réelle
2018-04-24,49.2708229018848,#C3F000,Bon,réelle
2018-04-23,49.3802278387795,#C3F000,Bon,réelle
2018-04-22,66.6998283546003,#FFD100,Médiocre,réelle
2018-04-21,79.4723272551458,#FFAA00,Médiocre,réelle
2018-04-20,85.8969877653052,#FF5E00,Médiocre,réelle
2018-04-19,64.3875897752533,#FFD100,Médiocre,réelle
2018-04-18,63.462749685879,#FFD100,Médiocre,réelle
2018-04-17,50.7197897724053,#FFFF00,Moyen,réelle
2018-04-16,40.3857100423518,#C3F000,Bon,réelle
2018-04-15,47.4128067794778,#C3F000,Bon,réelle
2018-04-14,42.4127970884203,#C3F000,Bon,réelle
2018-04-13,50.613878322272,#FFFF00,Moyen,réelle
2018-04-12,52.4364753313751,#FFFF00,Moyen,réelle
2018-04-11,40.9884229811411,#C3F000,Bon,réelle
2018-04-10,50.7267421569503,#FFFF00,Moyen,réelle
2018-04-09,41.2566950932357,#C3F000,Bon,réelle
2018-04-08,51.7012520184968,#FFFF00,Moyen,réelle
2018-04-07,47.9690667210335,#C3F000,Bon,réelle
2018-04-06,52.8173691553031,#FFFF00,Moyen,réelle
2018-04-05,38.0578026560452,#99E600,Bon,réelle
2018-04-04,49.8287085253988,#C3F000,Bon,réelle
2018-04-03,53.0690731470144,#FFFF00,Moyen,réelle
2018-04-02,48.9316433852267,#C3F000,Bon,réelle
2018-04-01,47.4191365624218,#C3F000,Bon,réelle
2018-03-31,40.0509233258789,#C3F000,Bon,réelle
2018-03-30,44.5932862511906,#C3F000,Bon,réelle
2018-03-29,42.9903638403229,#C3F000,Bon,réelle
2018-03-28,36.2574117707127,#99E600,Bon,réelle
2018-03-27,54.9500217617265,#FFFF00,Moyen,réelle
2018-03-26,39.2840856872587,#99E600,Bon,réelle
2018-03-25,41.1801842742629,#C3F000,Bon,réelle
2018-03-24,43.651462973699,#C3F000,Bon,réelle
2018-03-23,30.2819583157071,#99E600,Bon,réelle
2018-03-22,38.4893001545471,#99E600,Bon,réelle
2018-03-21,38.3896493094021,#99E600,Bon,réelle
2018-03-20,43.0318014357702,#C3F000,Bon,réelle
2018-03-19,32.5073785606862,#99E600,Bon,réelle
2018-03-18,28.0022679645037,#5CCB60,Bon,réelle
2018-03-17,32.8811470551801,#99E600,Bon,réelle
2018-03-16,34.0477986886046,#99E600,Bon,réelle
2018-03-15,42.7331256121579,#C3F000,Bon,réelle
2018-03-14,41.3054309630064,#C3F000,Bon,réelle
2018-03-13,35.611185897806,#99E600,Bon,réelle
2018-03-12,36.7078640290687,#99E600,Bon,réelle
2018-03-11,41.4994405396875,#C3F000,Bon,réelle
2018-03-10,38.4647073913058,#99E600,Bon,réelle
2018-03-09,42.2164700502242,#C3F000,Bon,réelle
2018-03-08,34.9099635501404,#99E600,Bon,réelle
2018-03-07,42.1359469098224,#C3F000,Bon,réelle
2018-03-06,35.8000071278118,#99E600,Bon,réelle
2018-03-05,34.3280385870305,#99E600,Bon,réelle
2018-03-04,38.7022990800601,#99E600,Bon,réelle
2018-03-03,33.5519311023503,#99E600,Bon,réelle
2018-03-02,44.2600560387203,#C3F000,Bon,réelle
2018-03-01,35.8936049018355,#99E600,Bon,réelle
2018-02-28,77.1187202583071,#FFAA00,Médiocre,réelle
2018-02-27,46.9283189669314,#C3F000,Bon,réelle
2018-02-26,33.304654499802,#99E600,Bon,réelle
2018-02-25,50.2406286624456,#FFFF00,Moyen,réelle
2018-02-24,83.3252972632117,#FF5E00,Médiocre,réelle
2018-02-23,64.4244616256263,#FFD100,Médiocre,réelle
2018-02-22,76.6268995824596,#FFAA00,Médiocre,réelle
2018-02-21,46.5137700675691,#C3F000,Bon,réelle
2018-02-20,37.347206695386,#99E600,Bon,réelle
2018-02-19,30.1095322611956,#99E600,Bon,réelle
2018-02-18,29.2911224566221,#5CCB60,Bon,réelle
2018-02-17,25.3159495898622,#5CCB60,Bon,réelle
2018-02-16,30.4770401507012,#99E600,Bon,réelle
2018-02-15,28.6779982355043,#5CCB60,Bon,réelle
2018-02-14,34.6650389980849,#99E600,Bon,réelle
2018-02-13,37.64553662922,#99E600,Bon,réelle
2018-02-12,27.8050416128838,#5CCB60,Bon,réelle
2018-02-11,24.0839593773058,#5CCB60,Bon,réelle
2018-02-10,23.1960257272824,#5CCB60,Bon,réelle
2018-02-09,64.1167926677766,#FFD100,Médiocre,réelle
2018-02-08,47.0360290439122,#C3F000,Bon,réelle
2018-02-07,27.782662544224,#5CCB60,Bon,réelle
2018-02-06,48.5012873229934,#C3F000,Bon,réelle
2018-02-05,27.6240720808468,#5CCB60,Bon,réelle
2018-02-04,37.6054134149305,#99E600,Bon,réelle
2018-02-03,31.0889191686169,#99E600,Bon,réelle
2018-02-02,23.803096877279,#5CCB60,Bon,réelle
2018-02-01,22.8358161121001,#5CCB60,Bon,réelle
2018-01-31,19.4649126881321,#32B8A3,Très bon,réelle
2018-01-30,16.7238745505544,#32B8A3,Très bon,réelle
2018-01-29,23.8847960429272,#5CCB60,Bon,réelle
2018-01-28,20.1792788473754,#5CCB60,Bon,réelle
2018-01-27,21.5154856501511,#5CCB60,Bon,réelle
2018-01-26,28.5279166606747,#5CCB60,Bon,réelle
2018-01-25,31.9046310329191,#99E600,Bon,réelle
2018-01-24,38.2142486027966,#99E600,Bon,réelle
2018-01-23,30.0380022550311,#99E600,Bon,réelle
2018-01-22,24.7747012646873,#5CCB60,Bon,réelle
2018-01-21,29.8375591284725,#5CCB60,Bon,réelle
2018-01-20,23.3151155779712,#5CCB60,Bon,réelle
2018-01-19,42.3044298208607,#C3F000,Bon,réelle
2018-01-18,25.3143930858596,#5CCB60,Bon,réelle
2018-01-17,39.5923772467094,#99E600,Bon,réelle
2018-01-16,25.1856529103547,#5CCB60,Bon,réelle
2018-01-15,41.9093545160199,#C3F000,Bon,réelle
2018-01-14,37.9793894432914,#99E600,Bon,réelle
2018-01-13,38.6332940692776,#99E600,Bon,réelle
2018-01-12,19.729760491421,#32B8A3,Très bon,réelle
2018-01-11,28.5586662619707,#5CCB60,Bon,réelle
2018-01-09,26.8425341266463,#5CCB60,Bon,réelle
2018-01-08,25.3462495344464,#5CCB60,Bon,réelle
2018-01-07,14.0612842147083,#32B8A3,Très bon,réelle
2018-01-06,21.3424369940384,#5CCB60,Bon,réelle
2018-01-05,31.9289124953599,#99E600,Bon,réelle
2018-01-04,33.3317030804696,#99E600,Bon,réelle
2018-01-03,31.2217754324843,#99E600,Bon,réelle
2018-01-02,31.3312149583569,#99E600,Bon,réelle
2018-01-01,31.1361331233628,#99E600,Bon,réelle
2017-12-31,32.5230819566237,#99E600,Bon,réelle
2017-12-30,33.3612766565192,#99E600,Bon,réelle
2017-12-29,25.2162641557394,#5CCB60,Bon,réelle
2017-12-28,26.9672619807223,#5CCB60,Bon,réelle
2017-12-27,25.7850798962495,#5CCB60,Bon,réelle
2017-12-26,31.462238006399,#99E600,Bon,réelle
2017-12-25,21.2070903237669,#5CCB60,Bon,réelle
2017-12-24,16.8500551416995,#32B8A3,Très bon,réelle
2017-12-23,17.4310807913856,#32B8A3,Très bon,réelle
2017-12-22,15.0988843718274,#32B8A3,Très bon,réelle
2017-12-21,15.8706336453003,#32B8A3,Très bon,réelle
2017-12-20,17.2762951155703,#32B8A3,Très bon,réelle
2017-12-18,24.9093215664243,#5CCB60,Bon,réelle
2017-12-17,20.067694804877,#5CCB60,Bon,réelle
2017-12-16,21.6931346403159,#5CCB60,Bon,réelle
2017-12-15,36.8360853699061,#99E600,Bon,réelle
2017-12-14,38.112833719782,#99E600,Bon,réelle
2017-12-13,35.7617171293475,#99E600,Bon,réelle
2017-12-12,33.2930326032491,#99E600,Bon,réelle
2017-12-11,21.3826985642393,#5CCB60,Bon,réelle
2017-12-10,27.9460608755204,#5CCB60,Bon,réelle
2017-12-09,35.6050290597513,#99E600,Bon,réelle
2017-12-08,25.7669206828857,#5CCB60,Bon,réelle
2017-12-07,50.3597185131343,#FFFF00,Moyen,réelle
2017-12-06,52.6003579083612,#FFFF00,Moyen,réelle
2017-12-05,61.2035360095543,#FFD100,Médiocre,réelle
2017-12-04,64.8959093935285,#FFD100,Médiocre,réelle
2017-12-03,32.2505554002552,#99E600,Bon,réelle
2017-12-02,25.4551702256514,#5CCB60,Bon,réelle
2017-12-01,26.1637254366183,#5CCB60,Bon,réelle
2017-11-30,31.5577727631815,#99E600,Bon,réelle
2017-11-29,36.8307932562972,#99E600,Bon,réelle
2017-11-28,61.6528468316417,#FFD100,Médiocre,réelle
2017-11-27,63.6423356588026,#FFD100,Médiocre,réelle
2017-11-26,30.1962122396521,#99E600,Bon,réelle
2017-11-25,27.9373790420836,#5CCB60,Bon,réelle
2017-11-24,38.6571950529622,#99E600,Bon,réelle
2017-11-23,31.1426012622181,#99E600,Bon,réelle
2017-11-22,84.3451878636788,#FF5E00,Médiocre,réelle
2017-11-21,96.4476290855888,#FF0000,Mauvais,réelle
2017-11-20,44.5217216560483,#C3F000,Bon,réelle
2017-11-19,52.0159079498693,#FFFF00,Moyen,réelle
2017-11-18,33.5882841180557,#99E600,Bon,réelle
2017-11-17,59.5277000334087,#FFFF00,Moyen,réelle
2017-11-16,63.7354837761145,#FFD100,Médiocre,réelle
2017-11-15,36.3408403852527,#99E600,Bon,réelle
2017-11-14,26.3277463695157,#5CCB60,Bon,réelle
2017-11-13,25.7372087509247,#5CCB60,Bon,réelle
2017-11-12,28.2075189589814,#5CCB60,Bon,réelle
2017-11-11,42.220724494498,#C3F000,Bon,réelle
2017-11-09,28.2906708616988,#5CCB60,Bon,réelle
2017-11-08,39.5679574283573,#99E600,Bon,réelle
2017-11-07,29.6591491807953,#5CCB60,Bon,réelle
2017-11-06,27.7466900072748,#5CCB60,Bon,réelle
2017-11-05,29,#5CCB60,Bon,réelle
2017-11-04,50,#C3F000,Bon,réelle
